InputID,TargetID,Distance
T074,T158,15924.98764
T074,T008,22615.02621
T074,T006,21561.13791
T074,T003,17467.64608
T074,T001,15612.01119
T074,T011,19375.67192
T074,T009,21477.67209
T074,T159,10043.76413
T074,T153,12287.67270
T074,T028,18361.22046
T074,T025,18767.27938
T074,T019,14387.38254
T074,T016,24207.46559
T074,T090,5058.35440
T074,T089,11118.31729
T074,T033,9784.82984
T074,T031,8398.45614
T074,T142,17153.06340
T074,T141,17307.62863
T074,T135,18476.91046
T074,T092,6103.65587
T074,T045,11002.67725
T074,T015,21360.56052
T074,T007,20972.17436
T074,T002,18448.08875
T074,T050,10998.65828
T074,T049,8242.13021
T074,T048,5051.70243
T074,T046,7680.50661
T074,T094,11294.62493
T074,T091,4647.61345
T074,T086,14932.54547
T074,T054,11403.91352
T074,T148,21719.64290
T074,T143,22354.07868
T074,T129,8872.97961
T074,T096,10107.82036
T074,T238,8404.33074
T074,T237,9599.64791
T074,T236,20995.91824
T074,T235,6071.62153
T074,T054C,11770.78716
T074,T094B,11487.59936
T074,T065A,8495.94174
T074,T227,11774.72127
T074,T225,10322.43005
T074,T223,20369.63704
T074,T222,13197.21426
T074,T230,11741.39373
T074,T229,7988.40832
T074,T226,3344.88804
T074,T224,13855.96731
T074,T232,9999.59337
T074,T231,18297.92234
T074,T035,9084.57059
T074,T228,15169.04480
T074,T234,15478.04395
T074,T233,23868.15777
T074,T002B,17618.44277
T074,T002A,18560.13581
T074,T221,21029.68275
T074,T157,393.18889
T074,T156,8244.40045
T074,T027,18746.80108
T074,T090A,14695.23091
T074,T903,26610.64436
T074,T900,25138.40542
T074,T009,24949.96645
T074,T128A,12416.44640
T074,T200A,14042.84201
T074,T090C,16335.86664
T074,T090B,5123.01464
T074,T218B,15290.55616
T074,T218C,13715.02611
T074,T218A,15633.52106
T074,T200B,22048.16959
T074,T206,13970.86235
T074,T200,18296.60663
T074,T138,12615.73349
T074,T115,17462.25123
T074,T107,12440.05649
T074,T215,18819.18415
T074,T212,19138.42077
T074,T209,13485.32174
T074,T097,20421.05335
T074,T078,5353.04284
T074,T072,8829.80429
T074,T128,15548.72284
T074,T103,17137.37070
T074,T102,9475.09530
T074,T100,16151.41491
T074,T099,13505.46625
T074,T073,7720.57630
T074,T071,10233.29079
T074,T070,11276.33584
T074,T069,6100.81043
T074,T077,8231.75393
T074,T076,5197.36641
T074,T075,7197.89030
T074,T082,2877.07729
T074,T081,3203.72348
T074,T080,8747.95869
T074,T079,10634.44481
T074,T063,5013.76937
T074,T155,10681.67022
T074,T114,6426.61972
T074,T083,9844.98153
T074,T017,17884.25981
T074,T005,16118.85994
T074,T160,9120.34685
T074,T144,16868.42657
T074,T035,1830.15404
T074,T004,16994.18790
T074,T095,13491.67465
T074,T044,7474.17984
T074,T061,2610.59896
T074,T060,1001.95190
T074,T039,11112.19257
T074,T036,5480.49328
T074,T067,9626.17362
T074,T066,6422.25262
T074,T065,8678.29877
T074,T062,4492.48492
T074,T040,5564.93410
T074,T037,15311.30954
T074,T034,2908.33168
T074,T012,19919.99317
T074,T085,11328.15589
T075,T051,7903.09103
T075,T047,11965.54190
T075,T043,11154.29430
T075,T013,21594.14990
T075,T219,20044.84213
T075,T161,11615.04930
T075,T088,12035.91000
T075,T084,11906.45481
T075,T030,15560.80746
T075,T018,24297.64396
T075,T014,25359.51197
T075,T149,22729.04283
T075,T147,17554.95177
T075,T146,20156.79285
T075,T145,9497.72234
T075,T154,19180.14180
T075,T152,12044.91983
T075,T151,22082.76936
T075,T150,24246.47472
T075,T220,20310.79966
T075,T218,20464.46948
T075,T162,8534.61819
T075,T158,16485.86507
T075,T008,28177.72040
T075,T006,27541.44426
T075,T003,23235.41112
T075,T001,21120.89875
T075,T011,26131.80870
T075,T009,27707.13616
T075,T159,9092.91320
T075,T153,18895.24733
T075,T028,22567.05523
T075,T025,24250.47068
T075,T019,19171.92468
T075,T016,30130.38688
T075,T090,10204.14612
T075,T089,10008.77376
T075,T033,15326.07658
T075,T031,14789.67011
T075,T142,23322.86010
T075,T141,23143.01232
T075,T135,19142.17757
T075,T092,8518.07013
T075,T045,15158.22924
T075,T015,27776.44488
T075,T007,26554.50910
T075,T002,24858.89323
T075,T050,16105.70066
T075,T049,12231.91390
T075,T048,9452.72911
T075,T046,11700.13648
T075,T094,10987.34789
T075,T091,8757.30809
T075,T086,14472.74580
T075,T054,14165.91212
T075,T148,25673.31195
T075,T143,28225.70351
T075,T129,10429.03072
T075,T096,10701.62833
T075,T238,11344.29470
T075,T237,11338.27734
T075,T236,26603.87277
T075,T235,4290.07142
T075,T054C,14593.10320
T075,T094B,11317.49622
T075,T065A,13813.89165
T075,T227,7966.00138
T075,T225,13630.31518
T075,T223,26608.70108
T075,T222,19340.62127
T075,T230,18348.01430
T075,T229,6808.79351
T075,T226,5745.36149
T075,T224,17915.77236
T075,T232,14328.54145
T075,T231,21926.04920
T075,T035,13621.03259
T075,T228,20529.96918
T075,T234,21594.97195
T075,T233,29762.96542
T075,T002B,23944.24060
T075,T002A,24640.06128
T075,T221,16047.95923
T075,T157,7453.43382
T075,T156,13177.68473
T075,T027,23780.05392
T075,T090A,13472.28386
T075,T903,33652.71144
T075,T900,31951.43870
T075,T009,31476.94732
T075,T128A,6901.71398
T075,T200A,8086.90892
T075,T090C,14765.60085
T075,T090B,9958.52558
T075,T218B,21006.50959
T075,T218C,19594.68710
T075,T218A,21069.97175
T075,T200B,17316.22516
T075,T206,7759.81077
T075,T200,13577.30089
T075,T138,8088.02410
T075,T115,14031.17024
T075,T107,7734.97323
T075,T215,13313.85961
T075,T212,13792.46654
T075,T209,7272.00018
T075,T097,17251.54380
T075,T078,6401.23623
T075,T072,11297.48187
T075,T128,10647.67553
T075,T103,11472.72382
T075,T102,5662.51815
T075,T100,10101.55041
T075,T099,7704.98826
T075,T073,3164.58484
T075,T071,16003.07578
T075,T070,17653.88149
T075,T069,8470.39805
T075,T077,2281.58878
T075,T076,2583.76606
T075,T074,7197.89030
T075,T082,4799.95172
T075,T081,4300.65694
T075,T080,5453.40674
T075,T079,4126.65860
T075,T063,12080.50518
T075,T155,16283.55860
T075,T114,12576.51886
T075,T083,5016.23677
T075,T017,23965.26671
T075,T005,22424.06374
T075,T160,14337.55149
T075,T144,23389.96987
T075,T035,8715.90118
T075,T004,22635.66708
T075,T095,14419.51335
T075,T044,13627.38267
T075,T061,7811.80897
T075,T060,8158.10800
T075,T039,17141.13152
T075,T036,12671.41129
T075,T067,14030.35834
T075,T066,10242.76788
T075,T065,14069.39727
T075,T062,10505.48254
T075,T040,12641.42544
T075,T037,22055.80415
T075,T034,9759.74452
T075,T012,25206.81484
T075,T085,10087.79419
T076,T051,6654.16165
T076,T047,10529.20186
T076,T043,9562.83147
T076,T013,20069.38291
T076,T219,19738.15091
T076,T161,9741.04149
T076,T088,10613.80788
T076,T084,11443.46894
T076,T030,14306.26256
T076,T018,24254.52934
T076,T014,24159.13606
T076,T149,22591.76140
T076,T147,16774.62680
T076,T146,19529.52566
T076,T145,9326.28486
T076,T154,17822.54432
T076,T152,10093.68332
T076,T151,20417.64493
T076,T150,24075.21344
T076,T220,19819.02412
T076,T218,19517.94199
T076,T162,7693.95842
T076,T158,14622.54196
T076,T008,27258.81761
T076,T006,26410.23698
T076,T003,22192.77301
T076,T001,20186.44332
T076,T011,24530.97312
T076,T009,26441.00696
T076,T159,7412.49655
T076,T153,17376.91353
T076,T028,22202.49039
T076,T025,23349.84636
T076,T019,18532.49538
T076,T016,29037.35550
T076,T090,9174.29749
T076,T089,8438.62002
T076,T033,14307.59068
T076,T031,12275.92557
T076,T142,22074.69597
T076,T141,22066.55290
T076,T135,17295.49162
T076,T092,8323.72546
T076,T045,14695.91086
T076,T015,26401.81614
T076,T007,25619.03150
T076,T002,23480.09305
T076,T050,15285.46552
T076,T049,11735.21782
T076,T048,8638.61320
T076,T046,11168.05188
T076,T094,9204.88887
T076,T091,7980.04911
T076,T086,12857.96782
T076,T054,14190.17364
T076,T148,25437.11569
T076,T143,27153.27670
T076,T129,10707.94014
T076,T096,8655.45084
T076,T238,8881.60085
T076,T237,9064.56390
T076,T236,25656.26312
T076,T235,2237.60606
T076,T054C,14609.07980
T076,T094B,9508.64140
T076,T065A,11230.82427
T076,T227,7466.98151
T076,T225,11167.78060
T076,T223,25334.06969
T076,T222,18084.61409
T076,T230,16827.88346
T076,T229,5003.88322
T076,T226,3180.18408
T076,T224,17547.75464
T076,T232,13777.68061
T076,T231,21781.41324
T076,T035,11052.77409
T076,T228,19657.55097
T076,T234,20366.58772
T076,T233,28683.51840
T076,T002B,22611.99743
T076,T002A,23445.49048
T076,T221,16383.79756
T076,T157,5523.01455
T076,T156,10595.29431
T076,T027,23079.73556
T076,T090A,12081.01878
T076,T903,31805.59471
T076,T900,30312.59284
T076,T009,30039.33818
T076,T128A,7420.72308
T076,T200A,8954.88254
T076,T090C,13532.75915
T076,T090B,9026.58262
T076,T218B,19974.22768
T076,T218C,18472.61849
T076,T218A,20168.23859
T076,T200B,17527.44480
T076,T206,8824.99732
T076,T200,13736.34798
T076,T138,8003.00066
T076,T115,13546.96624
T076,T107,7743.44534
T076,T215,13933.77141
T076,T212,14318.28787
T076,T209,8334.28977
T076,T097,16706.44025
T076,T078,3938.70494
T076,T072,8897.91130
T076,T128,10858.50697
T076,T103,12176.35584
T076,T102,4997.94747
T076,T100,11062.83290
T076,T099,8450.30801
T076,T073,2704.09563
T076,T071,13427.14218
T076,T070,15121.83287
T076,T069,5977.17270
T076,T077,3034.45699
T076,T075,2583.76606
T076,T074,5197.36641
T076,T082,2439.81209
T076,T081,3134.27454
T076,T080,4461.17133
T076,T079,5437.27822
T076,T063,9804.55924
T076,T155,13701.92357
T076,T114,10051.25500
T076,T083,4961.99886
T076,T017,22767.28703
T076,T005,21097.71503
T076,T160,13435.48920
T076,T144,21940.09660
T076,T035,6923.98054
T076,T004,21650.26102
T076,T095,12416.60110
T076,T044,12303.63370
T076,T061,5321.99269
T076,T060,6061.77846
T076,T039,15923.95009
T076,T036,10528.44232
T076,T067,11471.74690
T076,T066,7679.47861
T076,T065,11486.96864
T076,T062,7997.11014
T076,T040,10762.15985
T076,T037,20456.94033
T076,T034,8014.33175
T076,T012,24402.61161
T076,T085,8568.11054
T077,T051,9516.07929
T077,T047,13485.15417
T077,T043,12556.63216
T077,T013,23066.29857
T077,T219,22154.34526
T077,T161,9916.33319
T077,T088,13565.74485
T077,T084,9629.84753
T077,T030,17213.59107
T077,T018,26486.74623
T077,T014,27062.52630
T077,T149,24892.49677
T077,T147,19473.01285
T077,T146,22148.35532
T077,T145,11609.13469
T077,T154,20772.03156
T077,T152,13127.31626
T077,T151,23439.87601
T077,T150,26402.50164
T077,T220,22356.39874
T077,T218,22306.57279
T077,T162,6349.13179
T077,T158,14707.88861
T077,T008,30044.33087
T077,T006,29288.96633
T077,T003,25029.65104
T077,T001,22970.46228
T077,T011,27545.48670
T077,T009,29369.96361
T077,T159,7312.91690
T077,T153,20369.64776
T077,T028,24661.67075
T077,T025,26122.11635
T077,T019,21156.36502
T077,T016,31902.67722
T077,T090,11964.03225
T077,T089,8124.65539
T077,T033,17117.30428
T077,T031,14927.25845
T077,T142,24993.27031
T077,T141,24917.90596
T077,T135,17330.01723
T077,T092,10613.58707
T077,T045,17201.80145
T077,T015,29365.12355
T077,T007,28410.85760
T077,T002,26442.41041
T077,T050,18000.82973
T077,T049,14250.10650
T077,T048,11315.32347
T077,T046,13701.62632
T077,T094,9228.62420
T077,T091,10630.11395
T077,T086,12541.65653
T077,T054,16353.17665
T077,T148,27812.32733
T077,T143,30008.40850
T077,T129,12655.39382
T077,T096,9188.73171
T077,T238,10445.19842
T077,T237,10088.36034
T077,T236,28453.89635
T077,T235,3391.05285
T077,T054C,16779.65911
T077,T094B,9571.86482
T077,T065A,13528.69699
T077,T227,5710.52251
T077,T225,12682.10211
T077,T223,28265.02829
T077,T222,21000.46691
T077,T230,19820.36304
T077,T229,5256.52435
T077,T226,5879.33418
T077,T224,20000.62515
T077,T232,16335.16754
T077,T231,24086.45816
T077,T035,13067.02545
T077,T228,22410.09129
T077,T234,23275.90060
T077,T233,31542.89091
T077,T002B,25559.36594
T077,T002A,26345.96487
T077,T221,13869.28329
T077,T157,8555.05825
T077,T156,12787.25036
T077,T027,25746.21914
T077,T090A,11430.18907
T077,T903,34839.53180
T077,T900,33334.73293
T077,T009,33021.85716
T077,T128A,4724.89080
T077,T200A,6080.50261
T077,T090C,12644.10910
T077,T090B,11767.75591
T077,T218B,22803.22357
T077,T218C,21337.52537
T077,T218A,22936.29086
T077,T200B,15107.54270
T077,T206,5869.79869
T077,T200,11347.84008
T077,T138,5808.39048
T077,T115,11753.14150
T077,T107,5460.06249
T077,T215,11224.74999
T077,T212,11668.78417
T077,T209,5375.30110
T077,T097,14974.32595
T077,T078,5745.52342
T077,T072,10261.29599
T077,T128,8418.08205
T077,T103,9410.70439
T077,T102,3507.80610
T077,T100,8164.32744
T077,T099,5631.67341
T077,T073,1349.28765
T077,T071,15806.82130
T077,T070,17702.10824
T077,T069,7753.38424
T077,T076,3034.45699
T077,T075,2281.58878
T077,T074,8231.75393
T077,T082,5440.84227
T077,T081,5869.54090
T077,T080,3463.97921
T077,T079,2402.86945
T077,T063,12755.13624
T077,T155,16006.80310
T077,T114,12695.09727
T077,T083,2740.60621
T077,T017,25668.30007
T077,T005,24041.61163
T077,T160,16186.39257
T077,T144,24920.66824
T077,T035,9945.74263
T077,T004,24460.59819
T077,T095,12787.91556
T077,T044,15229.58495
T077,T061,8123.50744
T077,T060,9089.47460
T077,T039,18821.31801
T077,T036,13531.44257
T077,T067,13409.18570
T077,T066,9727.91212
T077,T065,13799.23901
T077,T062,10709.98554
T077,T040,13796.39123
T077,T037,23468.89761
T077,T034,11032.77962
T077,T012,27127.20446
T077,T085,8170.13615
T079,T051,11838.81242
T079,T047,15843.39307
T079,T043,14936.44132
T079,T013,25442.97505
T079,T219,24156.04563
T079,T161,10701.50125
T079,T088,15921.66511
T079,T084,8710.71001
T079,T030,19538.47442
T079,T018,28347.85530
T079,T014,29375.17595
T079,T149,26806.31391
T079,T147,21665.08180
T079,T146,24281.95037
T079,T145,13616.25770
T079,T154,23119.16247
T079,T152,15530.04055
T079,T151,25833.47235
T079,T150,28328.77854
T079,T220,24436.47412
T079,T218,24549.27564
T079,T162,6218.73457
T079,T158,15230.33936
T079,T008,32274.68909
T079,T006,31583.45945
T079,T003,27299.90554
T079,T001,25209.05690
T079,T011,29933.31860
T079,T009,31698.61427
T079,T159,8104.07372
T079,T153,22744.46148
T079,T028,26682.60412
T079,T025,28348.19857
T079,T019,23296.17752
T079,T016,34186.27853
T079,T090,14238.32647
T079,T089,8676.81879
T079,T033,19384.04445
T079,T031,17125.02825
T079,T142,27317.42465
T079,T141,27197.81990
T079,T135,17749.47217
T079,T092,12641.20793
T079,T045,19284.57803
T079,T015,31717.26927
T079,T007,30647.23111
T079,T002,28794.91549
T079,T050,20207.98498
T079,T049,16357.95339
T079,T048,13535.31273
T079,T046,15824.51984
T079,T094,9947.32774
T079,T091,12842.65244
T079,T086,12826.04198
T079,T054,18231.00932
T079,T148,29766.86585
T079,T143,32286.31306
T079,T129,14453.01148
T079,T096,10265.74282
T079,T238,12100.78765
T079,T237,11433.69909
T079,T236,30694.14872
T079,T235,5458.42196
T079,T054C,18658.13469
T079,T094B,10296.81871
T079,T065A,15539.25009
T079,T227,5249.80839
T079,T225,14244.87541
T079,T223,30595.56782
T079,T222,23326.10179
T079,T230,22195.22451
T079,T229,6553.44018
T079,T226,8189.85105
T079,T224,22035.64907
T079,T232,18454.15049
T079,T231,26006.42985
T079,T035,14921.34744
T079,T228,24629.36993
T079,T234,25595.29433
T079,T233,33822.62460
T079,T002B,27902.26815
T079,T002A,28657.15955
T079,T221,12063.54375
T079,T157,10956.38757
T079,T156,14747.52823
T079,T027,27902.51519
T079,T090A,11491.80868
T079,T903,37242.30597
T079,T900,35727.61836
T079,T009,35386.44416
T079,T128A,3094.01006
T079,T200A,3989.06438
T079,T090C,12450.91469
T079,T090B,14017.85992
T079,T218B,25071.15623
T079,T218C,23630.46231
T079,T218A,25164.60611
T079,T200B,13385.38119
T079,T206,3633.15432
T079,T200,9731.88663
T079,T138,4794.89047
T079,T115,10755.34852
T079,T107,4379.14869
T079,T215,9236.98293
T079,T212,9744.83691
T079,T209,3145.98975
T079,T097,13941.71181
T079,T078,7751.23986
T079,T072,11806.23704
T079,T128,6849.03593
T079,T103,7384.52702
T079,T102,3933.74652
T079,T100,5975.51586
T079,T099,3668.11206
T079,T073,3253.62909
T079,T071,17843.03565
T079,T070,19845.50713
T079,T069,9628.73983
T079,T077,2402.86945
T079,T076,5437.27822
T079,T075,4126.65860
T079,T074,10634.44481
T079,T082,7836.87041
T079,T081,8181.85650
T079,T080,4352.83700
T079,T063,15118.61247
T079,T155,17997.08643
T079,T114,14902.17840
T079,T083,2669.35422
T079,T017,27980.34863
T079,T005,26383.03657
T079,T160,18421.04354
T079,T144,27285.94231
T079,T035,12341.65829
T079,T004,26714.10637
T079,T095,13583.53028
T079,T044,17568.38481
T079,T061,10439.60853
T079,T060,11490.33132
T079,T039,21137.90507
T079,T036,15919.99038
T079,T067,15212.78998
T079,T066,11670.04505
T079,T065,15814.94462
T079,T062,12966.21617
T079,T040,16198.88152
T079,T037,25855.50662
T079,T034,13426.55835
T079,T012,29319.96398
T079,T085,8652.96697
T080,T051,10810.89790
T080,T047,14379.78774
T080,T043,13292.15433
T080,T013,23612.87404
T080,T219,24132.51856
T080,T161,6511.63992
T080,T088,14475.06948
T080,T084,6998.97910
T080,T030,18227.10399
T080,T018,28696.48620
T080,T014,28010.38275
T080,T149,27019.66704
T080,T147,20993.72074
T080,T146,23806.66140
T080,T145,13780.89179
T080,T154,21587.38337
T080,T152,13297.60384
T080,T151,23768.59988
T080,T150,28493.84061
T080,T220,24152.32143
T080,T218,23612.02815
T080,T162,3240.66758
T080,T158,11254.83146
T080,T008,31323.67904
T080,T006,30308.98265
T080,T003,26194.76189
T080,T001,24283.38921
T080,T011,27920.40123
T080,T009,30211.25168
T080,T159,3890.84197
T080,T153,20970.46717
T080,T028,26572.54381
T080,T025,27448.31202
T080,T019,22809.67047
T080,T016,32954.89353
T080,T090,13370.14784
T080,T089,4661.79486
T080,T033,18410.13643
T080,T031,13549.88450
T080,T142,25898.33394
T080,T141,26042.49827
T080,T135,13868.99439
T080,T092,12779.94570
T080,T045,19065.52049
T080,T015,30056.46570
T080,T007,29680.12358
T080,T002,27155.28452
T080,T050,19496.85200
T080,T049,16115.49616
T080,T048,12950.54600
T080,T046,15542.92538
T080,T094,5798.64911
T080,T091,12319.68222
T080,T086,9082.89269
T080,T054,18649.02289
T080,T148,29837.81970
T080,T143,31098.58356
T080,T129,15155.90167
T080,T096,5937.77383
T080,T238,7858.28627
T080,T237,7084.11488
T080,T236,29708.29519
T080,T235,2688.15222
T080,T054C,19067.11650
T080,T094B,6145.60329
T080,T065A,11612.69681
T080,T227,3073.25958
T080,T225,9937.25323
T080,T223,29103.83663
T080,T222,21945.09150
T080,T230,20429.19110
T080,T229,2241.68952
T080,T226,5540.32363
T080,T224,21932.16369
T080,T232,18123.83568
T080,T231,26209.15281
T080,T035,10806.39759
T080,T228,23799.44121
T080,T234,24225.96419
T080,T233,32614.62391
T080,T002B,26345.80114
T080,T002A,27307.79556
T080,T221,12281.77706
T080,T157,9132.68420
T080,T156,10760.95406
T080,T027,27302.11124
T080,T090A,8021.88383
T080,T903,34735.43265
T080,T900,33596.18669
T080,T009,33594.34449
T080,T128A,4162.51726
T080,T200A,5921.49784
T080,T090C,9323.01050
T080,T090B,13277.51252
T080,T218B,24002.45639
T080,T218C,22445.16223
T080,T218A,24287.31019
T080,T200B,13319.16678
T080,T206,6131.19020
T080,T200,9553.45968
T080,T138,3880.87203
T080,T115,9091.67280
T080,T107,3746.41413
T080,T215,10162.12552
T080,T212,10434.99608
T080,T209,5733.29405
T080,T097,12245.26893
T080,T078,4192.05488
T080,T072,7507.32722
T080,T128,6814.00429
T080,T103,8586.80453
T080,T102,786.29055
T080,T100,7907.23968
T080,T099,5316.58538
T080,T073,2289.70853
T080,T071,13924.74252
T080,T070,16101.06489
T080,T069,5674.20832
T080,T077,3463.97921
T080,T076,4461.17133
T080,T075,5453.40674
T080,T074,8747.95869
T080,T082,5962.50502
T080,T081,7532.77251
T080,T079,4352.83700
T080,T063,12299.46499
T080,T155,14009.09430
T080,T114,11401.69681
T080,T083,1842.69084
T080,T017,26632.07689
T080,T005,24853.26810
T080,T160,17623.01375
T080,T144,25550.36067
T080,T035,10578.01966
T080,T004,25699.86341
T080,T095,9399.92524
T080,T044,16206.54082
T080,T061,7567.57518
T080,T060,9342.93423
T080,T039,19849.85065
T080,T036,13321.99539
T080,T067,11046.54259
T080,T066,7728.60066
T080,T065,11891.98931
T080,T062,9688.22052
T080,T040,14051.11630
T080,T037,23899.27395
T080,T034,11647.47932
T080,T012,28558.27891
T080,T085,4706.50355
T081,T051,3656.96032
T081,T047,7686.38726
T081,T043,6853.68880
T081,T013,17311.48268
T081,T219,16612.83312
T081,T161,12046.56920
T081,T088,7760.46953
T081,T084,14531.73484
T081,T030,11356.99155
T081,T018,21166.25267
T081,T014,21198.91386
T081,T149,19486.98016
T081,T147,13663.88100
T081,T146,16401.51864
T081,T145,6281.00432
T081,T154,14942.18742
T081,T152,7836.88192
T081,T151,17782.82932
T081,T150,20962.98322
T081,T220,16684.78400
T081,T218,16451.15606
T081,T162,10728.50562
T081,T158,16815.88165
T081,T008,24192.32668
T081,T006,23420.05004
T081,T003,19162.08345
T081,T001,17117.05468
T081,T011,21838.84820
T081,T009,23517.06893
T081,T159,10006.82475
T081,T153,14611.36702
T081,T028,19071.04632
T081,T025,20274.68849
T081,T019,15404.89524
T081,T016,26033.14365
T081,T090,6100.81379
T081,T089,11082.44072
T081,T033,11253.01799
T081,T031,11487.88650
T081,T142,19136.57066
T081,T141,19048.72633
T081,T135,19466.97796
T081,T092,5291.42580
T081,T045,11563.37917
T081,T015,23541.86236
T081,T007,22556.05504
T081,T002,20620.35173
T081,T050,12179.65730
T081,T049,8603.90646
T081,T048,5512.55351
T081,T046,8035.51585
T081,T094,11630.31115
T081,T091,4848.19611
T081,T086,15349.78343
T081,T054,11156.08317
T081,T148,22314.99456
T081,T143,24139.22920
T081,T129,7841.77265
T081,T096,10781.98579
T081,T238,10056.53016
T081,T237,10768.10162
T081,T236,22597.00662
T081,T235,5015.12006
T081,T054C,11569.13028
T081,T094B,11895.43706
T081,T065A,11201.76967
T081,T227,10576.39162
T081,T225,12232.48121
T081,T223,22413.80420
T081,T222,15144.73132
T081,T230,14063.19051
T081,T229,7637.22714
T081,T226,3785.56861
T081,T224,14418.87632
T081,T232,10643.40649
T081,T231,18676.46430
T081,T035,11483.08469
T081,T228,16570.62121
T081,T234,17415.75954
T081,T233,25673.52028
T081,T002B,19722.29575
T081,T002A,20481.63327
T081,T221,19508.46832
T081,T157,3360.08843
T081,T156,10784.34396
T081,T027,19962.64984
T081,T090A,14767.82112
T081,T903,29361.33635
T081,T900,27655.49621
T081,T009,27223.44637
T081,T128A,10484.48469
T081,T200A,11940.34984
T081,T090C,16302.48947
T081,T090B,5923.87551
T081,T218B,16936.61380
T081,T218C,15468.15110
T081,T218A,17089.61268
T081,T200B,20660.35550
T081,T206,11737.41759
T081,T200,16869.28970
T081,T138,11137.24545
T081,T115,16620.28261
T081,T107,10875.21515
T081,T215,17011.79893
T081,T212,17415.16441
T081,T209,11242.73484
T081,T097,19751.07770
T081,T078,5652.91948
T081,T072,10288.36463
T081,T128,13985.46483
T081,T103,15229.14789
T081,T102,8113.51811
T081,T100,14031.97260
T081,T099,11468.36337
T081,T073,5818.67548
T081,T071,13140.82386
T081,T070,14382.36728
T081,T069,7263.93528
T081,T077,5869.54090
T081,T076,3134.27454
T081,T075,4300.65694
T081,T074,3203.72348
T081,T082,2378.95301
T081,T080,7532.77251
T081,T079,8181.85650
T081,T063,8216.27168
T081,T155,13535.80492
T081,T114,9408.07706
T081,T083,8082.89690
T081,T017,19804.30717
T081,T005,18202.69628
T081,T160,10343.62945
T081,T144,19127.22537
T081,T035,4473.14309
T081,T004,18598.74693
T081,T095,14472.16055
T081,T044,9388.72944
T081,T061,4853.24294
T081,T060,4205.44290
T081,T039,12959.02193
T081,T036,8612.47834
T081,T067,11985.50191
T081,T066,8358.17249
T081,T065,11417.57989
T081,T062,7360.09964
T081,T040,8391.57808
T081,T037,17761.35061
T081,T034,5484.83537
T081,T012,21305.02650
T081,T085,11245.98319
T082,T051,4899.10286
T082,T047,8442.00018
T082,T043,7390.08470
T082,T013,17838.33446
T082,T219,18357.42099
T082,T161,9742.81894
T082,T088,8534.77221
T082,T084,12849.10110
T082,T030,12280.66292
T082,T018,23045.58161
T082,T014,22095.52509
T082,T149,21319.41254
T082,T147,15058.23597
T082,T146,17896.44908
T082,T145,8367.74690
T082,T154,15697.51660
T082,T152,7715.15236
T082,T151,18116.81557
T082,T150,22761.06824
T082,T220,18288.31475
T082,T218,17649.66220
T082,T162,8975.80680
T082,T158,14468.32204
T082,T008,25362.53707
T082,T006,24380.25586
T082,T003,20239.52932
T082,T001,18321.03804
T082,T011,22249.35913
T082,T009,24329.94642
T082,T159,7843.25995
T082,T153,15162.04453
T082,T028,20748.30625
T082,T025,21485.83008
T082,T019,16901.44841
T082,T016,27022.05349
T082,T090,7451.56533
T082,T089,8929.97892
T082,T033,12449.76484
T082,T031,10011.61867
T082,T142,19991.40787
T082,T141,20091.76133
T082,T135,17111.54519
T082,T092,7419.79912
T082,T045,13270.18435
T082,T015,24229.85273
T082,T007,23719.02200
T082,T002,21314.93476
T082,T050,13561.05564
T082,T049,10364.04307
T082,T048,7135.39915
T082,T046,9787.65614
T082,T094,9368.77291
T082,T091,6556.91068
T082,T086,13088.21868
T082,T054,13198.42946
T082,T148,24059.13887
T082,T143,25157.33624
T082,T129,10085.38651
T082,T096,8444.52530
T082,T238,7717.03806
T082,T237,8389.27516
T082,T236,23747.93216
T082,T235,3275.50331
T082,T054C,13598.53246
T082,T094B,9617.91337
T082,T065A,9276.23831
T082,T227,9025.09727
T082,T225,9926.48629
T082,T223,23221.72980
T082,T222,16020.57463
T082,T230,14615.23073
T082,T229,5560.76918
T082,T226,1418.15223
T082,T224,16147.11538
T082,T232,12299.67584
T082,T231,20511.25958
T082,T035,9359.71072
T082,T228,17840.74580
T082,T234,18304.63694
T082,T233,26677.81619
T082,T002B,20476.53216
T082,T002A,21388.53876
T082,T221,18226.09016
T082,T157,3240.00957
T082,T156,8752.69546
T082,T027,21360.41708
T082,T090A,12604.24939
T082,T903,29420.03555
T082,T900,28004.65873
T082,T009,27825.96017
T082,T128A,9540.03929
T082,T200A,11167.59834
T082,T090C,14183.44517
T082,T090B,7396.00772
T082,T218B,18042.91444
T082,T218C,16492.75580
T082,T218A,18326.06223
T082,T200B,19281.20648
T082,T206,11106.42818
T082,T200,15510.63868
T082,T138,9797.10646
T082,T115,14878.85598
T082,T107,9603.25166
T082,T215,15959.81200
T082,T212,16291.43684
T082,T209,10623.19922
T082,T097,17926.94573
T082,T078,3314.81435
T082,T072,7922.40145
T082,T128,12723.34300
T082,T103,14266.16264
T082,T102,6660.86717
T082,T100,13275.54402
T082,T099,10628.60405
T082,T073,4847.48660
T082,T071,11366.36477
T082,T070,12890.52300
T082,T069,4891.84958
T082,T077,5440.84227
T082,T076,2439.81209
T082,T075,4799.95172
T082,T074,2877.07729
T082,T081,2378.95301
T082,T080,5962.50502
T082,T079,7836.87041
T082,T063,7368.33085
T082,T155,11699.13530
T082,T114,7815.65534
