Date,Average of Temp (F),Max of Temp (F),Min of Temp (F),Average of RH (%),Average of Dewpt (F),Average of Wind Spd (mph),Sum of Precip (in),Location,Lat,Lon,Elev,Month,Day,Year,MaxT7,MaxT14,MaxT21,MinT7,MinT14,MinT21,AvgT7,AvgT14,AvgT21,AvgT28,Rain7,Rain10,Rain14,Rain17,Rain21,Rain24,Rain28,MaxR7,MaxR14,MaxR21,MaxR2d7,MaxR2d14,MaxR2d21,Rain7d7,Rain7d14,Ran7d21,Ran14d7,Rain14d14,Rain14d21,Rain21d7,Rain21d14,Rain21d21
9/10/2012,64.58333333,75,54,60,49.5,6.291666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,10,2012,90,92,92,55,55,54,71.51785714,73.82142857,73.76587302,72.60416667,1.14,1.14,1.14,1.71,1.82,1.82,2.61,0.64,0.64,0.64,0.8,0.8,0.8,0,0.68,0.79,0.68,1.47,1.02,1.47,1.7,1.55
9/11/2012,70.16666667,83,53,55.75,52.625,11.45833333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,11,2012,90,92,92,54,54,54,69.51785714,72.9702381,73.66071429,72.59821429,1.14,1.14,1.14,1.71,1.74,1.82,2.21,0.64,0.64,0.64,0.8,0.8,0.8,0,0.6,0.47,0.6,1.07,1.1,1.07,1.7,1.63
9/12/2012,74.29166667,85,63,54.5,56.16666667,10.125,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,12,2012,86,92,92,53,53,53,68.45238095,72.73809524,73.8015873,72.60267857,0.5,1.14,1.14,1.71,1.74,1.82,2.21,0.28,0.64,0.64,0.8,0.8,0.8,0.64,0.6,0.47,1.24,1.07,1.1,1.71,1.7,1.47
9/13/2012,61.33333333,70,55,74.875,53.08333333,9.958333333,0.19,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,13,2012,86,92,92,53,53,53,68.39880952,72.69642857,73.94444444,72.57440476,0.34,1.14,1.14,1.14,1.74,1.82,2.21,0.28,0.64,0.64,0.34,0.8,0.8,0.8,0.6,0.47,1.4,1.07,1.1,1.87,1.7,1.47
9/14/2012,63.5,75,52,56.25,45.45833333,7.625,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,14,2012,85,92,92,53,53,53,66.28571429,71.47321429,73.16071429,72.23214286,0.53,1.33,1.33,1.33,1.9,1.93,2.01,0.28,0.64,0.64,0.34,0.8,0.8,0.8,0.57,0.11,1.37,0.68,1.08,1.48,1.65,1.5
9/15/2012,65.45833333,79,52,51.75,45.625,3.916666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,15,2012,85,90,92,52,52,52,65.56547619,70.25892857,72.35714286,72.11458333,0.47,0.69,1.33,1.33,1.9,1.93,2.01,0.28,0.64,0.64,0.34,0.8,0.8,0.86,0.57,0.11,1.43,0.68,0.9,1.54,1.47,1.5
9/16/2012,65.16666667,77,51,53.95833333,46.95833333,4.958333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,16,2012,85,90,92,52,52,52,65.94047619,69.70238095,71.63888889,72.0625,0.19,0.53,1.33,1.33,1.9,1.93,2.01,0.19,0.64,0.64,0.28,0.8,0.8,1.14,0.57,0.11,1.71,0.68,0.9,1.82,1.47,1.13
9/17/2012,64.58333333,77,55,75.25,56.04166667,8.958333333,0.26,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,17,2012,85,90,92,51,51,51,66.35714286,68.9375,71.33333333,71.91369048,0.19,0.53,1.33,1.33,1.33,1.9,2.01,0.19,0.64,0.64,0.19,0.8,0.8,1.14,0,0.68,1.14,0.68,1.47,1.82,1.47,1.7
9/18/2012,54.66666667,62,48,57.70833333,38.79166667,12.16666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,18,2012,85,90,92,51,51,51,66.35714286,67.9375,70.76587302,71.83482143,0.45,0.73,1.59,1.59,1.59,2.16,2.19,0.26,0.64,0.64,0.26,0.8,0.8,1.14,0,0.6,1.14,0.6,1.07,1.74,1.07,1.7
9/19/2012,60,73,42,50.625,39.91666667,16.125,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,19,2012,85,86,92,48,48,48,64.14285714,66.29761905,69.87301587,71.38690476,0.45,0.45,0.95,1.59,1.59,2.16,2.19,0.26,0.28,0.64,0.26,0.8,0.8,0.5,0.64,0.6,1.14,1.24,1.07,1.74,1.71,1.7
9/20/2012,61.875,71,53,45.33333333,39,8.958333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,20,2012,79,86,92,42,42,42,62.10119048,65.25,69.16468254,70.98363095,0.45,0.45,0.79,1.59,1.59,1.59,2.19,0.26,0.28,0.64,0.26,0.34,0.8,0.34,0.8,0.6,1.14,1.4,1.07,1.74,1.87,1.7
9/21/2012,53.16666667,59,49,75.83333333,45.45833333,6.458333333,0.15,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,21,2012,79,85,92,42,42,42,62.17857143,64.23214286,68.375,70.41517857,0.26,0.45,0.79,1.59,1.59,1.59,2.16,0.26,0.28,0.64,0.26,0.34,0.8,0.53,0.8,0.57,1.33,1.37,0.68,1.9,1.48,1.65
9/22/2012,51.08333333,59,45,70.66666667,41.33333333,11.04166667,0.02,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,22,2012,79,85,90,42,42,42,60.70238095,63.13392857,67.0734127,69.44345238,0.41,0.6,0.88,1.1,1.74,1.74,2.31,0.26,0.28,0.64,0.26,0.34,0.8,0.47,0.86,0.57,1.33,1.43,0.68,1.9,1.54,1.47
9/23/2012,50.33333333,60,41,56.79166667,34.16666667,6.625,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,23,2012,77,85,90,42,42,42,58.64880952,62.29464286,66.01785714,68.39136905,0.43,0.62,0.62,0.96,1.76,1.76,2.33,0.26,0.26,0.64,0.26,0.28,0.8,0.19,1.14,0.57,1.33,1.71,0.68,1.9,1.82,1.47
9/24/2012,56.41666667,70,40,45.25,33.29166667,11.41666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,24,2012,77,85,90,41,41,41,56.5297619,61.44345238,64.8015873,67.63244048,0.43,0.43,0.62,0.96,1.76,1.76,1.76,0.26,0.26,0.64,0.26,0.26,0.8,0.19,1.14,0,1.33,1.14,0.68,1.33,1.82,1.47
9/25/2012,64.875,77,52,64.29166667,51.95833333,8.958333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,25,2012,73,85,90,40,40,40,55.36309524,60.86011905,63.74603175,66.91517857,0.17,0.43,0.62,0.9,1.76,1.76,1.76,0.15,0.26,0.64,0.26,0.26,0.8,0.45,1.14,0,1.59,1.14,0.6,1.59,1.74,1.07
9/26/2012,59.625,67,54,72.20833333,50.33333333,9.708333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,26,2012,77,85,86,40,40,40,56.82142857,60.48214286,63.13888889,66.61011905,0.17,0.43,0.62,0.62,1.12,1.76,1.76,0.15,0.26,0.28,0.17,0.26,0.8,0.45,0.5,0.64,0.95,1.14,1.24,1.59,1.74,1.71
9/27/2012,56.20833333,64,46,67.20833333,45.29166667,8.916666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,27,2012,77,79,86,40,40,40,56.76785714,59.43452381,62.42261905,66.06547619,0.17,0.43,0.62,0.62,0.96,1.76,1.76,0.15,0.26,0.28,0.17,0.26,0.34,0.45,0.34,0.8,0.79,1.14,1.4,1.59,1.74,1.87
9/28/2012,57.66666667,67,50,71.33333333,48.29166667,8.916666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,28,2012,77,79,85,40,40,40,55.95833333,59.06845238,61.47420635,65.27083333,0.17,0.17,0.43,0.62,0.96,1.76,1.76,0.15,0.26,0.28,0.17,0.26,0.34,0.26,0.53,0.8,0.79,1.33,1.37,1.59,1.9,1.48
9/29/2012,61.20833333,78,49,62.54166667,45.70833333,5.958333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,29,2012,77,79,85,40,40,40,56.60119048,58.65178571,60.95634921,64.45535714,0.02,0.17,0.43,0.62,0.9,1.12,1.76,0.02,0.26,0.28,0.17,0.26,0.34,0.41,0.47,0.86,0.88,1.33,1.43,1.74,1.9,1.54
9/30/2012,57.45833333,66,51,67.75,46.04166667,8.083333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,30,2012,78,78,85,40,40,40,58.04761905,58.34821429,60.87896825,64.02529762,0,0.17,0.43,0.62,0.62,0.96,1.76,0,0.26,0.26,0.02,0.26,0.28,0.43,0.19,1.14,0.62,1.33,1.71,1.76,1.9,1.82
10/1/2012,57.33333333,65,48,68.75,46.41666667,4.833333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,1,2012,78,78,85,40,40,40,59.06547619,57.79761905,60.65079365,63.36755952,0,0.17,0.43,0.43,0.62,0.96,1.76,0,0.26,0.26,0,0.26,0.26,0.43,0.19,1.14,0.62,1.33,1.14,1.76,1.33,1.82
10/2/2012,61.5,69,53,69.20833333,50.625,9.958333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,2,2012,78,78,85,46,40,40,59.19642857,57.2797619,60.30555556,62.60863095,0,0.02,0.17,0.43,0.62,0.9,1.76,0,0.15,0.26,0,0.26,0.26,0.17,0.45,1.14,0.62,1.59,1.14,1.76,1.59,1.74
10/3/2012,61.33333333,63,60,92.75,59.29166667,4.875,0.26,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,3,2012,78,78,85,46,40,40,58.71428571,57.76785714,59.89285714,62.0327381,0,0,0.17,0.43,0.62,0.62,1.12,0,0.15,0.26,0,0.17,0.26,0.17,0.45,0.5,0.62,0.95,1.14,1.12,1.59,1.74
10/4/2012,60.625,77,48,73.70833333,51.83333333,11.70833333,0.12,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,4,2012,78,78,79,46,40,40,58.95833333,57.86309524,59.27579365,61.55654762,0.26,0.26,0.43,0.69,0.88,0.88,1.22,0.26,0.26,0.26,0.26,0.26,0.26,0.17,0.45,0.34,0.62,0.79,1.14,0.96,1.59,1.74
10/5/2012,45.75,50,40,54.83333333,30.20833333,8.833333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,5,2012,78,78,79,48,40,40,59.58928571,57.77380952,59.24206349,61.00297619,0.38,0.38,0.55,0.55,0.81,1,1.34,0.26,0.26,0.26,0.38,0.38,0.38,0.17,0.26,0.53,0.43,0.79,1.33,0.96,1.59,1.9
10/6/2012,42.79166667,49,35,54,27.16666667,9.625,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,6,2012,78,78,79,40,40,40,57.88690476,57.24404762,58.3968254,60.18898809,0.38,0.38,0.4,0.55,0.81,1,1.28,0.26,0.26,0.26,0.38,0.38,0.38,0.02,0.41,0.47,0.43,0.88,1.33,0.9,1.74,1.9
10/7/2012,43.45833333,50,37,48.29166667,24.54166667,7.625,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,7,2012,77,78,78,35,35,35,55.25595238,56.65178571,57.31746032,59.47321429,0.38,0.38,0.38,0.55,0.81,1,1,0.26,0.26,0.26,0.38,0.38,0.38,0,0.43,0.19,0.43,0.62,1.33,0.62,1.76,1.9
10/8/2012,47.16666667,60,34,49.83333333,28.70833333,14,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,8,2012,77,78,78,35,35,35,53.25595238,56.16071429,56.28373016,58.80208333,0.38,0.38,0.38,0.55,0.81,0.81,1,0.26,0.26,0.26,0.38,0.38,0.38,0,0.43,0.19,0.43,0.62,1.33,0.62,1.76,1.33
10/9/2012,52.625,65,42,60,38.125,16.16666667,0.17,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,9,2012,77,78,78,34,34,34,51.80357143,55.5,55.45436508,58.18005952,0.38,0.38,0.38,0.4,0.55,0.81,1,0.26,0.26,0.26,0.38,0.38,0.38,0,0.17,0.45,0.17,0.62,1.59,0.62,1.76,1.59
10/10/2012,43.45833333,51,37,63.375,30.75,12.70833333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,10,2012,77,78,78,34,34,34,50.53571429,54.625,55.35714286,57.55357143,0.55,0.55,0.55,0.55,0.72,0.98,1.17,0.26,0.26,0.26,0.38,0.38,0.38,0,0.17,0.45,0.17,0.62,0.95,0.62,1.12,1.59
10/11/2012,51.66666667,66,38,54.125,34.41666667,14.91666667,0.02,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,11,2012,77,78,78,34,34,34,47.98214286,53.47023809,54.56944444,56.45238095,0.29,0.55,0.55,0.55,0.72,0.98,1.17,0.17,0.26,0.26,0.38,0.38,0.38,0.26,0.17,0.45,0.43,0.62,0.79,0.88,0.96,1.59
10/12/2012,45.83333333,53,37,58.33333333,32,10.54166667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,12,2012,66,78,78,34,34,34,46.70238095,53.14583333,54.08333333,56.10714286,0.19,0.57,0.57,0.57,0.74,0.74,1,0.17,0.26,0.26,0.17,0.38,0.38,0.38,0.17,0.26,0.55,0.43,0.79,0.81,0.96,1.59
10/13/2012,56.54166667,67,44,83.16666667,51.33333333,12.54166667,0.21,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,13,2012,66,78,78,34,34,34,46.71428571,52.30059524,53.73412698,55.47619048,0.19,0.57,0.57,0.57,0.59,0.74,1,0.17,0.26,0.26,0.17,0.38,0.38,0.38,0.02,0.41,0.4,0.43,0.88,0.81,0.9,1.74
10/14/2012,59.41666667,70,48,88.25,56.04166667,15.70833333,0.77,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,14,2012,67,77,78,34,34,34,48.67857143,51.9672619,53.99404762,55.1577381,0.4,0.52,0.78,0.78,0.78,0.95,1.21,0.21,0.26,0.26,0.21,0.38,0.38,0.38,0,0.43,0.38,0.43,0.62,0.81,0.62,1.76
10/15/2012,49.875,60,42,69.66666667,39.83333333,8.625,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,15,2012,70,77,78,34,34,34,50.95833333,52.10714286,54.4265873,54.95238095,1.17,1.17,1.55,1.55,1.55,1.72,1.98,0.77,0.77,0.77,0.98,0.98,0.98,0.38,0,0.43,0.38,0.43,0.62,0.81,0.62,1.76
10/16/2012,56.95833333,68,40,65.66666667,44.79166667,14.375,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,16,2012,70,77,78,37,34,34,51.3452381,51.57440476,54.11507936,54.42708333,1.17,1.17,1.55,1.55,1.55,1.57,1.72,0.77,0.77,0.77,0.98,0.98,0.98,0.38,0,0.17,0.38,0.17,0.62,0.55,0.62,1.76
10/17/2012,61.25,67,54,74.04166667,52.58333333,17.625,0.51,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,17,2012,70,77,78,37,34,34,51.96428571,51.25,53.73809524,54.50892857,1,1.17,1.55,1.55,1.55,1.55,1.72,0.77,0.77,0.77,0.98,0.98,0.98,0.55,0,0.17,0.55,0.17,0.62,0.72,0.62,1.12
10/18/2012,48,53,45,76.95833333,41,15.125,0.07,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,18,2012,70,77,78,37,34,34,54.50595238,51.24404762,53.81547619,54.55357143,1.51,1.68,1.8,2.06,2.06,2.06,2.23,0.77,0.77,0.77,0.98,0.98,0.98,0.29,0.26,0.17,0.55,0.43,0.62,0.72,0.88,0.96
10/19/2012,47.04166667,52,44,84.54166667,42.66666667,7,0.02,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,19,2012,70,70,78,37,34,34,53.98214286,50.34226191,53.42460317,54.05803571,1.56,1.75,1.75,2.13,2.13,2.13,2.3,0.77,0.77,0.77,0.98,0.98,0.98,0.19,0.38,0.17,0.57,0.55,0.43,0.74,0.81,0.96
10/20/2012,47.875,57,40,74.625,39.79166667,7.166666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,20,2012,70,70,78,40,34,34,54.15476191,50.43452381,52.91865079,53.83928571,1.58,1.6,1.77,2.15,2.15,2.15,2.17,0.77,0.77,0.77,0.98,0.98,0.98,0.19,0.38,0.02,0.57,0.4,0.43,0.59,0.81,0.9
10/21/2012,53,68,38,75.45833333,44.875,6.541666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,21,2012,70,70,77,40,34,34,52.91666667,50.79761905,52.28373016,53.72470238,1.37,1.6,1.77,1.89,2.15,2.15,2.15,0.77,0.77,0.77,0.98,0.98,0.98,0.4,0.38,0,0.78,0.38,0.43,0.78,0.81,0.62
10/22/2012,59.45833333,64,50,90.875,56.91666667,6.5,0.81,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,22,2012,68,70,77,38,34,34,52,51.47916667,52.07142857,53.81994048,0.6,1.58,1.77,1.77,2.15,2.15,2.15,0.51,0.77,0.77,0.77,0.98,0.98,1.17,0.38,0,1.55,0.38,0.43,1.55,0.81,0.62
10/23/2012,62.66666667,70,57,92.45833333,60.58333333,7.041666667,0.06,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,23,2012,68,70,77,38,37,34,53.36904762,52.35714286,52.17261905,53.92857143,1.41,2.39,2.58,2.58,2.96,2.96,2.96,0.81,0.81,0.81,0.81,0.98,0.98,1.17,0.38,0,1.55,0.38,0.17,1.55,0.55,0.62
10/24/2012,69.29166667,78,59,77.95833333,62.04166667,11.875,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,24,2012,70,70,77,38,37,34,54.18452381,53.07440476,52.2281746,53.84970238,1.47,2.24,2.47,2.64,3.02,3.02,3.02,0.81,0.81,0.81,0.87,0.98,0.98,1,0.55,0,1.55,0.55,0.17,1.55,0.72,0.62
10/25/2012,63.08333333,75,45,76.95833333,55.54166667,17.66666667,0.13,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,25,2012,78,78,78,38,37,34,55.33333333,54.91964286,52.60714286,54.19494048,0.96,1.47,2.47,2.64,2.76,3.02,3.02,0.81,0.81,0.81,0.87,0.98,0.98,1.51,0.29,0.26,1.8,0.55,0.43,2.06,0.72,0.88
10/26/2012,43.29166667,50,37,57.95833333,29.20833333,9.666666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,26,2012,78,78,78,38,37,34,57.48809524,55.73511905,52.72420635,54.44047619,1.02,1.6,2.58,2.77,2.77,3.15,3.15,0.81,0.81,0.81,0.87,0.98,0.98,1.56,0.19,0.38,1.75,0.57,0.55,2.13,0.74,0.81
10/27/2012,40.625,47,35,58.45833333,27.08333333,10.375,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,27,2012,78,78,78,37,37,34,56.95238095,55.55357143,52.60714286,53.92708333,1,1.6,2.58,2.6,2.77,3.15,3.15,0.81,0.81,0.81,0.87,0.98,0.98,1.58,0.19,0.38,1.77,0.57,0.4,2.15,0.59,0.81
10/28/2012,42.75,49,38,60.79166667,30.16666667,13.41666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,28,2012,78,78,78,35,35,34,55.91666667,54.41666667,52.50396825,53.19196429,1,1.09,2.37,2.6,2.77,2.89,3.15,0.81,0.81,0.81,0.87,0.98,0.98,1.37,0.4,0.38,1.77,0.78,0.38,2.15,0.78,0.81
10/29/2012,43.20833333,50,37,59.66666667,29.75,14.875,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,29,2012,78,78,78,35,35,34,54.45238095,53.22619048,52.4702381,52.66666667,1,1.02,1.6,2.58,2.77,2.77,3.15,0.81,0.81,0.81,0.87,0.87,0.98,0.6,1.17,0.38,1.77,1.55,0.38,2.15,1.55,0.81
10/30/2012,42.29166667,47,39,51.54166667,25.70833333,19.5,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,30,2012,78,78,78,35,35,35,52.13095238,52.75,52.28174603,52.16220238,0.19,1,1.6,2.58,2.77,2.77,3.15,0.13,0.81,0.81,0.87,0.87,0.98,1.41,1.17,0.38,2.58,1.55,0.38,2.96,1.55,0.55
10/31/2012,41.08333333,50,34,55.125,26.20833333,13.83333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,10,31,2012,78,78,78,35,35,35,49.2202381,51.70238095,51.78968254,51.47619048,0.13,1,1.6,2.37,2.6,2.77,3.15,0.13,0.81,0.81,0.13,0.87,0.98,1.47,1,0.55,2.47,1.55,0.55,3.02,1.55,0.72
5/1/2013,72.91666667,83,58,53.20833333,53.79166667,9.666666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,1,2013,75,78,78,34,34,34,45.19047619,50.26190476,51.6765873,50.75297619,0.13,1,1.09,1.6,2.6,2.77,2.89,0.13,0.81,0.81,0.13,0.87,0.98,0.96,1.51,0.29,2.47,1.8,0.55,2.76,2.06,0.72
5/2/2013,47.5,52,42,74.79166667,39.95833333,15.45833333,0.11,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,2,2013,83,83,83,34,34,34,46.5952381,52.04166667,52.68849206,51.19196429,0,0.19,1.02,1.6,2.58,2.77,2.77,0,0.81,0.81,0.13,0.87,0.98,1.02,1.56,0.19,2.58,1.75,0.57,2.77,2.13,0.74
5/3/2013,43.95833333,48,40,90.875,41.58333333,11.45833333,0.05,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,3,2013,83,83,83,34,34,34,47.19642857,52.07440476,52.76785714,51.25446429,0.11,0.24,1.11,1.71,2.69,2.71,2.88,0.11,0.81,0.81,0.11,0.87,0.98,1,1.58,0.19,2.58,1.77,0.57,2.77,2.15,0.59
5/4/2013,57.91666667,70,48,65.66666667,45.75,7,0.02,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,4,2013,83,83,83,34,34,34,47.67261905,51.79464286,52.16865079,51.29613095,0.16,0.29,1.16,1.25,2.53,2.76,2.93,0.11,0.81,0.81,0.16,0.87,0.98,1,1.37,0.4,2.37,1.77,0.78,2.77,2.15,0.78
5/5/2013,58.625,68,49,55.625,42.375,9.416666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,5,2013,83,83,83,34,34,34,49.83928571,52.14583333,52.09722222,51.8125,0.18,0.18,1.18,1.2,1.78,2.76,2.95,0.11,0.81,0.81,0.16,0.87,0.87,1,0.6,1.17,1.6,1.77,1.55,2.77,2.15,1.55
5/6/2013,59.58333333,70,51,47,38.79166667,7.875,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,6,2013,83,83,83,34,34,34,52.04166667,52.08630952,52.51388889,52.22172619,0.18,0.18,0.37,1.18,1.78,2.76,2.95,0.11,0.13,0.81,0.16,0.87,0.87,0.19,1.41,1.17,1.6,2.58,1.55,2.77,2.96,1.55
5/7/2013,62.66666667,75,48,47.08333333,41.08333333,5.791666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,7,2013,83,83,83,34,34,34,54.51190476,51.86607143,52.63888889,52.4702381,0.18,0.18,0.31,1.18,1.78,2.55,2.78,0.11,0.13,0.81,0.16,0.16,0.87,0.13,1.47,1,1.6,2.47,1.55,2.6,3.02,1.55
5/8/2013,65.91666667,78,50,47.5,43.625,5,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,8,2013,83,83,83,40,34,34,57.5952381,51.39285714,52.70634921,53.15625,0.18,0.18,0.31,1.18,1.27,1.78,2.78,0.11,0.13,0.81,0.16,0.16,0.87,0.13,0.96,1.51,1.09,2.47,1.8,2.6,2.76,2.06
5/9/2013,60.125,73,46,70.25,49.75,5.666666667,0.32,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,9,2013,78,83,83,40,34,34,56.5952381,51.5952381,53.55952381,53.66517857,0.18,0.18,0.18,0.37,1.2,1.78,2.76,0.11,0.11,0.81,0.16,0.16,0.87,0,1.02,1.56,1.02,2.58,1.75,2.58,2.77,2.13
5/10/2013,45.66666667,47,44,89.75,42.875,9.958333333,0.13,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,10,2013,78,83,83,40,34,34,58.39880952,52.79761905,54.18253968,54.17559524,0.39,0.5,0.5,0.63,1.5,2.1,3.08,0.32,0.32,0.81,0.32,0.32,0.87,0.11,1,1.58,1.11,2.58,1.77,2.69,2.77,2.15
5/11/2013,50.16666667,58,43,64.25,37.29166667,12.66666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,11,2013,78,83,83,44,34,34,58.64285714,53.1577381,54.07738095,53.78720238,0.47,0.63,0.63,0.76,1.63,1.72,3,0.32,0.32,0.81,0.45,0.45,0.87,0.16,1,1.37,1.16,2.37,1.77,2.53,2.77,2.15
5/12/2013,45.25,53,38,52,27.83333333,11.16666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,12,2013,78,83,83,43,34,34,57.53571429,53.6875,53.94246032,53.45684524,0.45,0.63,0.63,0.63,1.63,1.65,2.23,0.32,0.32,0.81,0.45,0.45,0.87,0.18,1,0.6,1.18,1.6,1.77,1.78,2.77,2.15
5/13/2013,51,60,39,51.33333333,32.20833333,5.791666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,13,2013,78,83,83,38,34,34,55.625,53.83333333,53.26587302,53.29166667,0.45,0.52,0.63,0.63,0.82,1.63,2.23,0.32,0.32,0.32,0.45,0.45,0.87,0.18,0.19,1.41,0.37,1.6,2.58,1.78,2.77,2.96
5/14/2013,71.58333333,90,53,46.20833333,49.08333333,11.70833333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,14,2013,78,83,83,38,34,34,54.39880953,54.45535714,52.71031746,53.07886905,0.45,0.47,0.63,0.63,0.76,1.63,2.23,0.32,0.32,0.32,0.45,0.45,0.45,0.18,0.13,1.47,0.31,1.6,2.47,1.78,2.6,3.02
5/15/2013,73.75,83,61,42.83333333,49.25,8.333333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,15,2013,90,90,90,38,38,34,55.67261905,56.63392857,52.81944444,53.44791667,0.45,0.45,0.63,0.63,0.76,1.63,1.72,0.32,0.32,0.32,0.45,0.45,0.45,0.18,0.13,0.96,0.31,1.09,2.47,1.27,2.6,2.76
5/16/2013,67.29166667,82,56,48.125,45.33333333,5,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,16,2013,90,90,90,38,38,34,56.79166667,56.69345238,53.32738095,54.36755952,0.45,0.45,0.63,0.63,0.63,0.82,1.65,0.32,0.32,0.32,0.45,0.45,0.45,0.18,0,1.02,0.18,1.02,2.58,1.2,2.58,2.77
5/17/2013,60.875,69,56,57.125,45.79166667,6.833333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,17,2013,90,90,90,38,38,34,57.81547619,58.10714286,54.4702381,55.09077381,0.13,0.45,0.52,0.63,0.63,0.76,1.63,0.13,0.32,0.32,0.45,0.45,0.45,0.39,0.11,1,0.5,1.11,2.58,1.5,2.69,2.77
5/18/2013,68.29166667,79,56,66.5,56.54166667,6.458333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,18,2013,90,90,90,38,38,34,59.98809524,59.31547619,55.43452381,55.55505952,0,0.45,0.47,0.63,0.63,0.76,1.63,0,0.32,0.32,0.13,0.45,0.45,0.47,0.16,1,0.63,1.16,2.37,1.63,2.53,2.77
5/19/2013,74.58333333,86,58,64.91666667,61.375,7.541666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,5,19,2013,90,90,90,38,38,34,62.57738095,60.05654762,56.65079365,56.10119048,0,0.45,0.45,0.63,0.63,0.63,1.63,0,0.32,0.32,0,0.45,0.45,0.45,0.18,1,0.63,1.18,1.6,1.63,1.78,2.77
